"PROGRAM_KEY","p","dest_perm","n","adjscore","decile","exclude"
6750,0.581978564359285,4,251,0,1,
6852,0.511044144869674,12,44,38.6354690205259,1,
6881,0.555747371758248,3,9,39.9818628597843,,
6919,,3,8,,,
6929,0.640089837672001,55,69,55.3505509669683,8,
6969,0.998954345590324,0,4,0,,
7045,0.793419470112949,1,5,0,,
7047,0.608180567933299,22,97,19.4817782556961,3,
7058,0.60446252016473,16,35,45.4612692674905,3,
7069,0.630323374535896,27,27,79.324362731772,6,
7138,0.639936639245082,0,229,0,8,
7142,0.622053003422859,2,220,0,4,
7252,0.623794736947033,46,208,15.4586595270033,4,
7292,0.42478474047403,0,2,13.0760195040642,,
7293,0.395290018328927,0,2,17.315735616223,,
7311,0.690607988468259,12,26,37.7209731655613,10,
7324,0.671648907349118,28,38,50.9635933537667,10,
7414,0.613343934246367,17,35,46.5656524048009,3,
7427,0.64719450921265,8,128,0,8,
7433,1,1,1,,,
7507,0.717399378710459,2,10,0,,
7508,0.565717831116174,10,14,54.4920854553784,1,
7529,0.638752890534545,10,32,26.9356361090657,7,
7591,0.58262306284328,3,64,0,2,
7596,0.595839596217845,19,60,33.8179518613687,2,
7650,0.714287492505945,3,7,29.9996763616249,,
7656,0.708754848196177,4,28,0,10,
7697,0.630168445063813,43,178,17.603005340346,6,
7842,0.60766775273035,5,17,29.3811845602117,3,
7888,,0,2,,,
7889,0.60870295974201,1,3,34.0819414175362,,
8089,0.750673204691712,4,8,33.2132755404107,,
